medal_date,medal_type,medal_code,name,gender,country,country_code,nationality,team,team_gender,discipline,event,event_type,url_event,birth_date,code
2024-08-09,Gold Medal,1,POST Lisa,Female,Netherlands,NED,Netherlands,Netherlands,W,Hockey,Women,HTEAM,/en/paris-2024/results/hockey/women/fnl-000100--,1999-01-27,1971960
2024-08-09,Gold Medal,1,de WAARD Xan,Female,Netherlands,NED,Netherlands,Netherlands,W,Hockey,Women,HTEAM,/en/paris-2024/results/hockey/women/fnl-000100--,1995-11-08,1971978
2024-08-09,Gold Medal,1,JANSEN Yibbi,Female,Netherlands,NED,Netherlands,Netherlands,W,Hockey,Women,HTEAM,/en/paris-2024/results/hockey/women/fnl-000100--,1999-11-18,1971940
2024-08-09,Gold Medal,1,van LAARHOVEN Renee,Female,Netherlands,NED,Netherlands,Netherlands,W,Hockey,Women,HTEAM,/en/paris-2024/results/hockey/women/fnl-000100--,1997-10-15,1971948
2024-08-09,Gold Medal,1,ALBERS Felice,Female,Netherlands,NED,Netherlands,Netherlands,W,Hockey,Women,HTEAM,/en/paris-2024/results/hockey/women/fnl-000100--,1999-12-27,1971903
2024-08-09,Gold Medal,1,VERSCHOOR Maria,Female,Netherlands,NED,Netherlands,Netherlands,W,Hockey,Women,HTEAM,/en/paris-2024/results/hockey/women/fnl-000100--,1994-04-22,1971975
2024-08-09,Gold Medal,1,KOOLEN Sanne,Female,Netherlands,NED,Netherlands,Netherlands,W,Hockey,Women,HTEAM,/en/paris-2024/results/hockey/women/fnl-000100--,1996-03-23,1971945
2024-08-09,Gold Medal,1,MATLA Frederique,Female,Netherlands,NED,Netherlands,Netherlands,W,Hockey,Women,HTEAM,/en/paris-2024/results/hockey/women/fnl-000100--,1996-12-28,1971950
2024-08-09,Gold Medal,1,BURG Joosje,Female,Netherlands,NED,Netherlands,Netherlands,W,Hockey,Women,HTEAM,/en/paris-2024/results/hockey/women/fnl-000100--,1997-07-29,1971919
2024-08-09,Gold Medal,1,JOCHEMS Marleen,Female,Netherlands,NED,Netherlands,Netherlands,W,Hockey,Women,HTEAM,/en/paris-2024/results/hockey/women/fnl-000100--,2000-01-24,1971942
2024-08-09,Gold Medal,1,SANDERS Pien,Female,Netherlands,NED,Netherlands,Netherlands,W,Hockey,Women,HTEAM,/en/paris-2024/results/hockey/women/fnl-000100--,1998-06-11,1971965
2024-08-09,Gold Medal,1,VEEN Marijn,Female,Netherlands,NED,Netherlands,Netherlands,W,Hockey,Women,HTEAM,/en/paris-2024/results/hockey/women/fnl-000100--,1996-11-18,1971973
2024-08-09,Gold Medal,1,NUNNINK Laura,Female,Netherlands,NED,Netherlands,Netherlands,W,Hockey,Women,HTEAM,/en/paris-2024/results/hockey/women/fnl-000100--,1995-01-26,1971958
2024-08-09,Gold Medal,1,DICKE Pien,Female,Netherlands,NED,Netherlands,Netherlands,W,Hockey,Women,HTEAM,/en/paris-2024/results/hockey/women/fnl-000100--,1999-08-28,1971923
2024-08-09,Silver Medal,2,YE Jiao,Female,China,CHN,China,People's Republic of China,W,Hockey,Women,HTEAM,/en/paris-2024/results/hockey/women/fnl-000100--,1994-10-21,1926915
2024-08-09,Silver Medal,2,GU Bingfeng,Female,China,CHN,China,People's Republic of China,W,Hockey,Women,HTEAM,/en/paris-2024/results/hockey/women/fnl-000100--,1994-01-25,1926896
2024-08-09,Silver Medal,2,YANG Liu,Female,China,CHN,China,People's Republic of China,W,Hockey,Women,HTEAM,/en/paris-2024/results/hockey/women/fnl-000100--,1998-09-01,1926914
2024-08-09,Silver Medal,2,ZHANG Ying,Female,China,CHN,China,People's Republic of China,W,Hockey,Women,HTEAM,/en/paris-2024/results/hockey/women/fnl-000100--,1998-08-29,1926920
2024-08-09,Silver Medal,2,CHEN Yi,Female,China,CHN,China,People's Republic of China,W,Hockey,Women,HTEAM,/en/paris-2024/results/hockey/women/fnl-000100--,1997-01-28,1926893
2024-08-09,Silver Medal,2,MA Ning,Female,China,CHN,China,People's Republic of China,W,Hockey,Women,HTEAM,/en/paris-2024/results/hockey/women/fnl-000100--,2000-09-29,1926908
2024-08-09,Silver Medal,2,LI Hong,Female,China,CHN,China,People's Republic of China,W,Hockey,Women,HTEAM,/en/paris-2024/results/hockey/women/fnl-000100--,1999-05-31,1926901
2024-08-09,Silver Medal,2,OU Zixia,Female,China,CHN,China,People's Republic of China,W,Hockey,Women,HTEAM,/en/paris-2024/results/hockey/women/fnl-000100--,1995-09-24,1926909
2024-08-09,Silver Medal,2,DAN Wen,Female,China,CHN,China,People's Republic of China,W,Hockey,Women,HTEAM,/en/paris-2024/results/hockey/women/fnl-000100--,1999-06-14,1926894
2024-08-09,Silver Medal,2,ZOU Meirong,Female,China,CHN,China,People's Republic of China,W,Hockey,Women,HTEAM,/en/paris-2024/results/hockey/women/fnl-000100--,2000-09-01,1926923
2024-08-09,Silver Medal,2,HE Jiangxin,Female,China,CHN,China,People's Republic of China,W,Hockey,Women,HTEAM,/en/paris-2024/results/hockey/women/fnl-000100--,1997-08-19,1926898
2024-08-09,Silver Medal,2,FAN Yunxia,Female,China,CHN,China,People's Republic of China,W,Hockey,Women,HTEAM,/en/paris-2024/results/hockey/women/fnl-000100--,2002-12-07,1926895
2024-08-09,Silver Medal,2,CHEN Yang,Female,China,CHN,China,People's Republic of China,W,Hockey,Women,HTEAM,/en/paris-2024/results/hockey/women/fnl-000100--,1997-02-15,1926926
2024-08-09,Silver Medal,2,XU Wenyu,Female,China,CHN,China,People's Republic of China,W,Hockey,Women,HTEAM,/en/paris-2024/results/hockey/women/fnl-000100--,1995-12-06,1926912
2024-08-09,Silver Medal,2,ZHONG Jiaqi,Female,China,CHN,China,People's Republic of China,W,Hockey,Women,HTEAM,/en/paris-2024/results/hockey/women/fnl-000100--,1999-09-23,1926922
2024-08-09,Silver Medal,2,TAN Jinzhuang,Female,China,CHN,China,People's Republic of China,W,Hockey,Women,HTEAM,/en/paris-2024/results/hockey/women/fnl-000100--,2003-01-27,1926910
2024-08-09,Silver Medal,2,YU Anhui,Female,China,CHN,China,People's Republic of China,W,Hockey,Women,HTEAM,/en/paris-2024/results/hockey/women/fnl-000100--,2001-04-30,1926916
2024-08-09,Bronze Medal,3,TOCCALINO Sofia,Female,Argentina,ARG,Argentina,Argentina,W,Hockey,Women,HTEAM,/en/paris-2024/results/hockey/women/fnl-000200--,1997-03-20,1538304
2024-08-09,Bronze Medal,3,GORZELANY Agustina,Female,Argentina,ARG,Argentina,Argentina,W,Hockey,Women,HTEAM,/en/paris-2024/results/hockey/women/fnl-000200--,1996-03-11,1538274
2024-08-09,Bronze Medal,3,RAPOSO RUIZ de los LLANOS Valentina,Female,Argentina,ARG,Argentina,Argentina,W,Hockey,Women,HTEAM,/en/paris-2024/results/hockey/women/fnl-000200--,2003-01-28,1538294
2024-08-09,Bronze Medal,3,ALONSO Agostina,Female,Argentina,ARG,,Argentina,W,Hockey,Women,HTEAM,/en/paris-2024/results/hockey/women/fnl-000200--,1995-10-01,1538253
2024-08-09,Bronze Medal,3,ALBERTARRIO Agustina,Female,Argentina,ARG,Argentina,Argentina,W,Hockey,Women,HTEAM,/en/paris-2024/results/hockey/women/fnl-000200--,1993-01-01,1538244
2024-08-09,Bronze Medal,3,GRANATTO Maria,Female,Argentina,ARG,Argentina,Argentina,W,Hockey,Women,HTEAM,/en/paris-2024/results/hockey/women/fnl-000200--,1995-04-21,1538276
2024-08-09,Bronze Medal,3,COSENTINO Cristina,Female,Argentina,ARG,Argentina,Argentina,W,Hockey,Women,HTEAM,/en/paris-2024/results/hockey/women/fnl-000200--,1997-12-22,1538266
2024-08-09,Bronze Medal,3,SANCHEZ MOCCIA Rocio,Female,Argentina,ARG,Argentina,Argentina,W,Hockey,Women,HTEAM,/en/paris-2024/results/hockey/women/fnl-000200--,1988-08-02,1538295
2024-08-09,Bronze Medal,3,SAUZE VALDEZ Victoria,Female,Argentina,ARG,Argentina,Argentina,W,Hockey,Women,HTEAM,/en/paris-2024/results/hockey/women/fnl-000200--,1991-07-21,1538299
2024-08-09,Bronze Medal,3,CAIRO Sofia,Female,Argentina,ARG,Argentina,Argentina,W,Hockey,Women,HTEAM,/en/paris-2024/results/hockey/women/fnl-000200--,2002-10-08,1538261
2024-08-09,Bronze Medal,3,TRINCHINETTI Eugenia,Female,Argentina,ARG,Argentina,Argentina,W,Hockey,Women,HTEAM,/en/paris-2024/results/hockey/women/fnl-000200--,1997-07-17,1538305
2024-08-09,Bronze Medal,3,CASAS Lara,Female,Argentina,ARG,Argentina,Argentina,W,Hockey,Women,HTEAM,/en/paris-2024/results/hockey/women/fnl-000200--,2004-06-22,1538262
2024-08-09,Bronze Medal,3,CASTELLARO MORELLO Juana,Female,Argentina,ARG,Argentina,Argentina,W,Hockey,Women,HTEAM,/en/paris-2024/results/hockey/women/fnl-000200--,2005-03-29,1538263
2024-08-09,Bronze Medal,3,CAMPOY Maria,Female,Argentina,ARG,Argentina,Argentina,W,Hockey,Women,HTEAM,/en/paris-2024/results/hockey/women/fnl-000200--,1990-10-06,1538260
2024-08-09,Bronze Medal,3,JANKUNAS Julieta,Female,Argentina,ARG,Argentina,Argentina,W,Hockey,Women,HTEAM,/en/paris-2024/results/hockey/women/fnl-000200--,1999-01-20,1538277
2024-08-09,Bronze Medal,3,DIAZ de ARMAS Zoe,Female,Argentina,ARG,Argentina,Argentina,W,Hockey,Women,HTEAM,/en/paris-2024/results/hockey/women/fnl-000200--,2006-06-05,1900397
2024-08-09,Gold Medal,1,FAN Zhendong,Male,China,CHN,China,People's Republic of China,M,Table Tennis,Men's Team,HTEAM,/en/paris-2024/results/table-tennis/men-s-team/fnl-00010000,1997-01-22,1902295
2024-08-09,Gold Medal,1,MA Long,Male,China,CHN,China,People's Republic of China,M,Table Tennis,Men's Team,HTEAM,/en/paris-2024/results/table-tennis/men-s-team/fnl-00010000,1988-10-20,1902300
2024-08-09,Gold Medal,1,WANG Chuqin,Male,China,CHN,China,People's Republic of China,M,Table Tennis,Men's Team,HTEAM,/en/paris-2024/results/table-tennis/men-s-team/fnl-00010000,2000-05-11,1902301
2024-08-09,Silver Medal,2,KALLBERG Anton,Male,Sweden,SWE,Sweden,Sweden,M,Table Tennis,Men's Team,HTEAM,/en/paris-2024/results/table-tennis/men-s-team/fnl-00010000,1997-08-17,1563381
2024-08-09,Silver Medal,2,KARLSSON Kristian,Male,Sweden,SWE,Sweden,Sweden,M,Table Tennis,Men's Team,HTEAM,/en/paris-2024/results/table-tennis/men-s-team/fnl-00010000,1991-08-06,1563386
2024-08-09,Silver Medal,2,MOREGARD Truls,Male,Sweden,SWE,Sweden,Sweden,M,Table Tennis,Men's Team,HTEAM,/en/paris-2024/results/table-tennis/men-s-team/fnl-00010000,2002-02-16,1563390
2024-08-09,Bronze Medal,3,GAUZY Simon,Male,France,FRA,France,France,M,Table Tennis,Men's Team,HTEAM,/en/paris-2024/results/table-tennis/men-s-team/fnl-00020000,1994-10-25,1889178
2024-08-09,Bronze Medal,3,LEBRUN Alexis,Male,France,FRA,France,France,M,Table Tennis,Men's Team,HTEAM,/en/paris-2024/results/table-tennis/men-s-team/fnl-00020000,2003-08-27,1889176
2024-08-09,Bronze Medal,3,LEBRUN Felix,Male,France,FRA,France,France,M,Table Tennis,Men's Team,HTEAM,/en/paris-2024/results/table-tennis/men-s-team/fnl-00020000,2006-09-12,1889177
2024-08-09,Bronze Medal,3,ANDERSON Matthew,Male,United States,USA,United States,United States of America,M,Volleyball,Men,HTEAM,/en/paris-2024/results/volleyball/men/fnl-000200--,1987-04-18,1917987
2024-08-09,Bronze Medal,3,AVERILL Taylor,Male,United States,USA,United States,United States of America,M,Volleyball,Men,HTEAM,/en/paris-2024/results/volleyball/men/fnl-000200--,1992-03-05,1917988
2024-08-09,Bronze Medal,3,CHRISTENSON Micah,Male,United States,USA,United States,United States of America,M,Volleyball,Men,HTEAM,/en/paris-2024/results/volleyball/men/fnl-000200--,1993-05-08,1917991
2024-08-09,Bronze Medal,3,DEFALCO Torey,Male,United States,USA,United States,United States of America,M,Volleyball,Men,HTEAM,/en/paris-2024/results/volleyball/men/fnl-000200--,1997-04-10,1917993
2024-08-09,Bronze Medal,3,HOLT Maxwell,Male,United States,USA,United States,United States of America,M,Volleyball,Men,HTEAM,/en/paris-2024/results/volleyball/men/fnl-000200--,1987-03-12,1918000
2024-08-09,Bronze Medal,3,JAESCHKE Thomas,Male,United States,USA,United States,United States of America,M,Volleyball,Men,HTEAM,/en/paris-2024/results/volleyball/men/fnl-000200--,1993-09-04,1918002
2024-08-09,Bronze Medal,3,JENDRYK II Jeffrey,Male,United States,USA,United States,United States of America,M,Volleyball,Men,HTEAM,/en/paris-2024/results/volleyball/men/fnl-000200--,1995-09-15,1918003
2024-08-09,Bronze Medal,3,MA'A Micah,Male,United States,USA,United States,United States of America,M,Volleyball,Men,HTEAM,/en/paris-2024/results/volleyball/men/fnl-000200--,1997-04-16,1917982
2024-08-09,Bronze Medal,3,MUAGUTUTIA Garrett,Male,United States,USA,United States,United States of America,M,Volleyball,Men,HTEAM,/en/paris-2024/results/volleyball/men/fnl-000200--,1988-02-26,1918007
2024-08-09,Bronze Medal,3,RUSSELL Aaron,Male,United States,USA,United States,United States of America,M,Volleyball,Men,HTEAM,/en/paris-2024/results/volleyball/men/fnl-000200--,1993-06-04,1918009
2024-08-09,Bronze Medal,3,SHOJI Erik,Male,United States,USA,United States,United States of America,M,Volleyball,Men,HTEAM,/en/paris-2024/results/volleyball/men/fnl-000200--,1989-08-24,1918011
2024-08-09,Bronze Medal,3,SMITH David,Male,United States,USA,United States,United States of America,M,Volleyball,Men,HTEAM,/en/paris-2024/results/volleyball/men/fnl-000200--,1985-05-15,1918012
2024-08-09,Bronze Medal,3,ENSING Kyle,Male,United States,USA,United States,United States of America,M,Volleyball,Men,HTEAM,/en/paris-2024/results/volleyball/men/fnl-000200--,1997-03-06,1917994
2024-08-10,Gold Medal,1,BAILEY Christopher,Male,United States,USA,United States,United States of America,M,Athletics,Men's 4 x 400m Relay,TEAM,/en/paris-2024/results/athletics/men-s-4-x-400m-relay/fnl-000100--,2000-05-29,1960604
2024-08-10,Gold Medal,1,DEADMON Bryce,Male,United States,USA,United States,United States of America,M,Athletics,Men's 4 x 400m Relay,TEAM,/en/paris-2024/results/athletics/men-s-4-x-400m-relay/fnl-000100--,1997-03-26,1960590
2024-08-10,Gold Medal,1,HALL Quincy,Male,United States,USA,United States,United States of America,M,Athletics,Men's 4 x 400m Relay,TEAM,/en/paris-2024/results/athletics/men-s-4-x-400m-relay/fnl-000100--,1998-07-31,1960177
2024-08-10,Gold Medal,1,LINDSEY Courtney,Male,United States,USA,United States,United States of America,M,Athletics,Men's 4 x 400m Relay,TEAM,/en/paris-2024/results/athletics/men-s-4-x-400m-relay/fnl-000100--,1998-11-18,1965202
2024-08-10,Gold Medal,1,NORMAN Michael,Male,United States,USA,United States,United States of America,M,Athletics,Men's 4 x 400m Relay,TEAM,/en/paris-2024/results/athletics/men-s-4-x-400m-relay/fnl-000100--,1997-12-03,1965289
2024-08-10,Gold Medal,1,NORWOOD Vernon,Male,United States,USA,United States,United States of America,M,Athletics,Men's 4 x 400m Relay,TEAM,/en/paris-2024/results/athletics/men-s-4-x-400m-relay/fnl-000100--,1992-04-10,1960111
2024-08-10,Gold Medal,1,WILSON Quincy,Male,United States,USA,United States,United States of America,M,Athletics,Men's 4 x 400m Relay,TEAM,/en/paris-2024/results/athletics/men-s-4-x-400m-relay/fnl-000100--,2008-01-08,4979564
2024-08-10,Silver Medal,2,EPPIE Lee Bhekempilo,Male,Botswana,BOT,Botswana,Botswana,M,Athletics,Men's 4 x 400m Relay,TEAM,/en/paris-2024/results/athletics/men-s-4-x-400m-relay/fnl-000100--,1999-05-18,4975921
2024-08-10,Silver Medal,2,KEBINATSHIPI Busang Collen,Male,Botswana,BOT,Botswana,Botswana,M,Athletics,Men's 4 x 400m Relay,TEAM,/en/paris-2024/results/athletics/men-s-4-x-400m-relay/fnl-000100--,2004-02-13,1950939
2024-08-10,Silver Medal,2,NDORI Bayapo,Male,Botswana,BOT,Botswana,Botswana,M,Athletics,Men's 4 x 400m Relay,TEAM,/en/paris-2024/results/athletics/men-s-4-x-400m-relay/fnl-000100--,1999-06-20,1950897
2024-08-10,Silver Medal,2,PESELA Anthony,Male,Botswana,BOT,Botswana,Botswana,M,Athletics,Men's 4 x 400m Relay,TEAM,/en/paris-2024/results/athletics/men-s-4-x-400m-relay/fnl-000100--,2002-06-09,1951506
2024-08-10,Silver Medal,2,SCOTCH Leungo,Male,Botswana,BOT,Botswana,Botswana,M,Athletics,Men's 4 x 400m Relay,TEAM,/en/paris-2024/results/athletics/men-s-4-x-400m-relay/fnl-000100--,1996-02-28,1950918
2024-08-10,Silver Medal,2,TEBOGO Letsile,Male,Botswana,BOT,Botswana,Botswana,M,Athletics,Men's 4 x 400m Relay,TEAM,/en/paris-2024/results/athletics/men-s-4-x-400m-relay/fnl-000100--,2003-06-07,1936983
2024-08-10,Bronze Medal,3,DOBSON Charles,Male,Great Britain,GBR,Great Britain,Great Britain,M,Athletics,Men's 4 x 400m Relay,TEAM,/en/paris-2024/results/athletics/men-s-4-x-400m-relay/fnl-000100--,1999-10-20,1924409
2024-08-10,Bronze Medal,3,HARRIES Toby,Male,Great Britain,GBR,Great Britain,Great Britain,M,Athletics,Men's 4 x 400m Relay,TEAM,/en/paris-2024/results/athletics/men-s-4-x-400m-relay/fnl-000100--,1998-09-30,4663897
2024-08-10,Bronze Medal,3,HAYDOCK-WILSON Alex,Male,Great Britain,GBR,Great Britain,Great Britain,M,Athletics,Men's 4 x 400m Relay,TEAM,/en/paris-2024/results/athletics/men-s-4-x-400m-relay/fnl-000100--,1999-07-28,1924426
2024-08-10,Bronze Medal,3,HUDSON-SMITH Matthew,Male,Great Britain,GBR,Great Britain,Great Britain,M,Athletics,Men's 4 x 400m Relay,TEAM,/en/paris-2024/results/athletics/men-s-4-x-400m-relay/fnl-000100--,1994-10-26,1924430
2024-08-10,Bronze Medal,3,REARDON Samuel,Male,Great Britain,GBR,Great Britain,Great Britain,M,Athletics,Men's 4 x 400m Relay,TEAM,/en/paris-2024/results/athletics/men-s-4-x-400m-relay/fnl-000100--,2003-10-30,1956853
2024-08-10,Bronze Medal,3,,,,,,Great Britain,M,Athletics,Men's 4 x 400m Relay,TEAM,/en/paris-2024/results/athletics/men-s-4-x-400m-relay/fnl-000100--,,1924402
2024-08-10,Gold Medal,1,BROWN Kaylyn,Female,United States,USA,United States,United States of America,W,Athletics,Women's 4 x 400m Relay,TEAM,/en/paris-2024/results/athletics/women-s-4-x-400m-relay/fnl-000100--,2004-12-31,1960650
2024-08-10,Gold Medal,1,BUTLER Aaliyah,Female,United States,USA,United States,United States of America,W,Athletics,Women's 4 x 400m Relay,TEAM,/en/paris-2024/results/athletics/women-s-4-x-400m-relay/fnl-000100--,2003-11-05,4979555
2024-08-10,Gold Medal,1,ELLIS Kendall,Female,United States,USA,United States,United States of America,W,Athletics,Women's 4 x 400m Relay,TEAM,/en/paris-2024/results/athletics/women-s-4-x-400m-relay/fnl-000100--,1996-03-08,1960984
2024-08-10,Gold Medal,1,HAYES Quanera,Female,United States,USA,United States,United States of America,W,Athletics,Women's 4 x 400m Relay,TEAM,/en/paris-2024/results/athletics/women-s-4-x-400m-relay/fnl-000100--,1992-03-07,1961016
2024-08-10,Gold Medal,1,HOLMES Alexis,Female,United States,USA,United States,United States of America,W,Athletics,Women's 4 x 400m Relay,TEAM,/en/paris-2024/results/athletics/women-s-4-x-400m-relay/fnl-000100--,2000-01-28,1960909
2024-08-10,Gold Medal,1,LITTLE Shamier,Female,United States,USA,United States,United States of America,W,Athletics,Women's 4 x 400m Relay,TEAM,/en/paris-2024/results/athletics/women-s-4-x-400m-relay/fnl-000100--,1995-03-20,1960179
2024-08-10,Silver Medal,2,de WITTE Lisanne,Female,Netherlands,NED,Netherlands,Netherlands,W,Athletics,Women's 4 x 400m Relay,TEAM,/en/paris-2024/results/athletics/women-s-4-x-400m-relay/fnl-000100--,1992-09-10,1972288
2024-08-10,Silver Medal,2,KLAVER Lieke,Female,Netherlands,NED,Netherlands,Netherlands,W,Athletics,Women's 4 x 400m Relay,TEAM,/en/paris-2024/results/athletics/women-s-4-x-400m-relay/fnl-000100--,1998-08-20,1972115
2024-08-10,Silver Medal,2,SAALBERG Eveline,Female,Netherlands,NED,Netherlands,Netherlands,W,Athletics,Women's 4 x 400m Relay,TEAM,/en/paris-2024/results/athletics/women-s-4-x-400m-relay/fnl-000100--,1998-07-30,1972248
2024-08-10,Silver Medal,2,van de WIEL Anne,Female,Netherlands,NED,Netherlands,Netherlands,W,Athletics,Women's 4 x 400m Relay,TEAM,/en/paris-2024/results/athletics/women-s-4-x-400m-relay/fnl-000100--,1997-06-04,4980004
2024-08-10,Silver Medal,2,van der SCHOOT Myrte,Female,Netherlands,NED,Netherlands,Netherlands,W,Athletics,Women's 4 x 400m Relay,TEAM,/en/paris-2024/results/athletics/women-s-4-x-400m-relay/fnl-000100--,2004-04-16,1972251
2024-08-10,Bronze Medal,3,ANNING Amber,Female,Great Britain,GBR,Great Britain,Great Britain,W,Athletics,Women's 4 x 400m Relay,TEAM,/en/paris-2024/results/athletics/women-s-4-x-400m-relay/fnl-000100--,2000-11-18,1924383
2024-08-10,Bronze Medal,3,JOHN Yemi Mary,Female,Great Britain,GBR,Great Britain,Great Britain,W,Athletics,Women's 4 x 400m Relay,TEAM,/en/paris-2024/results/athletics/women-s-4-x-400m-relay/fnl-000100--,2003-05-03,1924437
2024-08-10,Bronze Medal,3,KELLY Hannah,Female,Great Britain,GBR,Great Britain,Great Britain,W,Athletics,Women's 4 x 400m Relay,TEAM,/en/paris-2024/results/athletics/women-s-4-x-400m-relay/fnl-000100--,2000-12-20,1956846
2024-08-10,Bronze Medal,3,NIELSEN Laviai,Female,Great Britain,GBR,Great Britain,Great Britain,W,Athletics,Women's 4 x 400m Relay,TEAM,/en/paris-2024/results/athletics/women-s-4-x-400m-relay/fnl-000100--,1996-03-13,1924464
2024-08-10,Bronze Medal,3,NIELSEN Lina,Female,Great Britain,GBR,Great Britain,Great Britain,W,Athletics,Women's 4 x 400m Relay,TEAM,/en/paris-2024/results/athletics/women-s-4-x-400m-relay/fnl-000100--,1996-03-13,1924463
2024-08-10,Bronze Medal,3,OHURUOGU Victoria,Female,Great Britain,GBR,Great Britain,Great Britain,W,Athletics,Women's 4 x 400m Relay,TEAM,/en/paris-2024/results/athletics/women-s-4-x-400m-relay/fnl-000100--,1993-02-28,1924470
2024-08-10,Bronze Medal,3,WILLIAMS Jodie,Female,Great Britain,GBR,Great Britain,Great Britain,W,Athletics,Women's 4 x 400m Relay,TEAM,/en/paris-2024/results/athletics/women-s-4-x-400m-relay/fnl-000100--,1993-09-28,1924506
2024-08-10,Bronze Medal,3,YEARGIN Nicole,Female,Great Britain,GBR,Great Britain,Great Britain,W,Athletics,Women's 4 x 400m Relay,TEAM,/en/paris-2024/results/athletics/women-s-4-x-400m-relay/fnl-000100--,1997-08-11,1924509
2024-08-10,Gold Medal,1,CURRY Stephen,Male,United States,USA,United States,United States of America,M,Basketball,Men,HTEAM,/en/paris-2024/results/basketball/men/fnl-000100--,1988-03-14,1954698
2024-08-10,Gold Medal,1,EDWARDS Anthony,Male,United States,USA,United States,United States of America,M,Basketball,Men,HTEAM,/en/paris-2024/results/basketball/men/fnl-000100--,2001-08-05,1954701
