orden,anio,mes,dia,fecha,pais,ciudad,categoría,producto,precio,util_porcent,Cantidad,Total,utilidad
4225,2023,11,22,2023-11-22,Perú,Trujillo,Laptops,MacBook Pro 14,2999,0.19,5,14995,2849.05
4226,2023,11,21,2023-11-21,Ecuador,Cuenca,Smartphones,Xiaomi Mi 11,699,0.2,1,699,139.8
4227,2023,11,9,2023-11-09,Paraguay,Asunción,Laptops,MacBook Pro 14,2999,0.19,2,5998,1139.6200000000001
4228,2023,11,10,2023-11-10,Ecuador,Guayaquil,Tablets,iPad Air,649,0.33,3,1947,642.51
4229,2023,11,26,2023-11-26,Perú,Trujillo,Tablets,Google Pixel Slate,799,0.3,2,1598,479.4
4230,2023,11,26,2023-11-26,Costa Rica,Limón,Smartphones,Xiaomi Mi 11,699,0.2,5,3495,699.0
4231,2023,11,13,2023-11-13,Colombia,Bogotá,Smartphones,Motorola Edge 20 Pro,849,0.2,5,4245,849.0
4232,2023,11,24,2023-11-24,Ecuador,Quito,Laptops,Lenovo ThinkPad X1 Carbon,2049,0.11,1,2049,225.39000000000001
4233,2023,11,14,2023-11-14,Panamá,Ciudad de Panamá,Laptops,MSI GS66 Stealth,2249,0.2,2,4498,899.6
4234,2023,11,27,2023-11-27,Colombia,Cali,Laptops,MacBook Pro 14,2999,0.19,2,5998,1139.6200000000001
4235,2023,11,15,2023-11-15,Costa Rica,Heredia,Tablets,Lenovo Tab P11 Pro,549,0.3,3,1647,494.09999999999997
4236,2023,11,27,2023-11-27,Ecuador,Quito,Tablets,Microsoft Surface Pro 7,999,0.35,1,999,349.65
4237,2023,11,19,2023-11-19,México,Guadalajara,Tablets,Amazon Fire HD 10,199,0.31,4,796,246.76
4238,2023,11,24,2023-11-24,Ecuador,Guayaquil,Laptops,HP Spectre x360,1799,0.25,5,8995,2248.75
4239,2023,11,27,2023-11-27,Paraguay,Encarnación,Laptops,Razer Blade 15,2649,0.33,2,5298,1748.3400000000001
4240,2023,11,4,2023-11-04,Chile,Concepción,Laptops,Microsoft Surface Laptop 4,1649,0.27,5,8245,2226.15
4241,2023,11,6,2023-11-06,Paraguay,Encarnación,Laptops,ASUS ZenBook 14,1149,0.29,1,1149,333.21
4242,2023,11,30,2023-11-30,Paraguay,Ciudad del Este,Laptops,Dell XPS 13,1399,0.35,5,6995,2448.25
4243,2023,11,30,2023-11-30,Chile,Concepción,Tablets,Microsoft Surface Pro 7,999,0.35,3,2997,1048.95
4244,2023,11,9,2023-11-09,Chile,Valparaíso,Laptops,Lenovo ThinkPad X1 Carbon,2049,0.11,4,8196,901.5600000000001
4245,2023,11,18,2023-11-18,Uruguay,Salto,Laptops,Razer Blade 15,2649,0.33,1,2649,874.1700000000001
4246,2023,11,26,2023-11-26,Brasil,São Paulo,Laptops,HP Spectre x360,1799,0.25,3,5397,1349.25
4247,2023,11,19,2023-11-19,Bolivia,Santa Cruz de la Sierra,Tablets,ASUS ZenPad 3S 10,399,0.2,1,399,79.80000000000001
4248,2023,11,16,2023-11-16,Ecuador,Cuenca,Auriculares,Samsung Galaxy Buds Pro,174,0.11,5,870,95.7
4249,2023,11,1,2023-11-01,Chile,Concepción,Tablets,ASUS ZenPad 3S 10,399,0.2,4,1596,319.20000000000005
4250,2023,11,7,2023-11-07,Colombia,Cali,Smartphones,Asus ROG Phone 5,1099,0.13,3,3297,428.61
4251,2023,11,29,2023-11-29,Ecuador,Guayaquil,Auriculares,Audio-Technica ATH-M50x,174,0.32,1,174,55.68
4252,2023,11,7,2023-11-07,Chile,Concepción,Auriculares,Samsung Galaxy Buds Pro,174,0.11,4,696,76.56
4253,2023,11,30,2023-11-30,Chile,Concepción,Tablets,Lenovo Tab P11 Pro,549,0.3,2,1098,329.4
4254,2023,11,21,2023-11-21,Venezuela,Maracaibo,Tablets,Xiaomi Mi Pad 5,449,0.26,1,449,116.74000000000001
4255,2023,11,1,2023-11-01,Ecuador,Quito,Tablets,Xiaomi Mi Pad 5,449,0.26,5,2245,583.7
4256,2023,11,21,2023-11-21,Panamá,Ciudad de Panamá,Auriculares,Sennheiser Momentum 3,324,0.32,5,1620,518.4
4257,2023,11,19,2023-11-19,Costa Rica,San José,Tablets,Xiaomi Mi Pad 5,449,0.26,2,898,233.48000000000002
4258,2023,11,12,2023-11-12,Paraguay,Asunción,Laptops,Gigabyte Aero 15 OLED,2599,0.11,2,5198,571.78
4259,2023,11,27,2023-11-27,Uruguay,Montevideo,Smartphones,Samsung Galaxy S21,899,0.28,1,899,251.72000000000003
4260,2023,11,5,2023-11-05,Panamá,Ciudad de Panamá,Smartphones,OnePlus 9,799,0.32,4,3196,1022.72
4261,2023,11,23,2023-11-23,Panamá,Colón,Tablets,iPad Air,649,0.33,5,3245,1070.8500000000001
4262,2023,11,19,2023-11-19,Ecuador,Guayaquil,Auriculares,Jabra Elite 85t,224,0.21,5,1120,235.2
4263,2023,11,20,2023-11-20,Uruguay,Ciudad de la Costa,Tablets,Amazon Fire HD 10,199,0.31,1,199,61.69
4264,2023,11,6,2023-11-06,Uruguay,Salto,Smartphones,iPhone 13,1099,0.19,3,3297,626.4300000000001
4265,2023,11,3,2023-11-03,Paraguay,Encarnación,Smartphones,Motorola Edge 20 Pro,849,0.2,4,3396,679.2
4266,2023,11,23,2023-11-23,Brasil,São Paulo,Tablets,Huawei MatePad Pro,649,0.14,1,649,90.86000000000001
4267,2023,11,5,2023-11-05,Ecuador,Cuenca,Smartphones,Xiaomi Mi 11,699,0.2,2,1398,279.6
4268,2023,11,28,2023-11-28,Panamá,David,Auriculares,Audio-Technica ATH-M50x,174,0.32,3,522,167.04
4269,2023,11,8,2023-11-08,Uruguay,Ciudad de la Costa,Laptops,Razer Blade 15,2649,0.33,3,7947,2622.51
4270,2023,11,10,2023-11-10,Chile,Concepción,Smartphones,Google Pixel 6,749,0.28,3,2247,629.1600000000001
4271,2023,11,7,2023-11-07,Colombia,Bogotá,Laptops,Microsoft Surface Laptop 4,1649,0.27,4,6596,1780.92
4272,2023,11,8,2023-11-08,México,Monterrey,Smartphones,iPhone 13,1099,0.19,4,4396,835.24
4273,2023,11,3,2023-11-03,Paraguay,Encarnación,Laptops,ASUS ZenBook 14,1149,0.29,2,2298,666.42
4274,2023,11,29,2023-11-29,Ecuador,Cuenca,Auriculares,Beats Studio3,274,0.13,2,548,71.24000000000001
4275,2023,11,15,2023-11-15,México,Ciudad de México (CDMX),Tablets,Google Pixel Slate,799,0.3,3,2397,719.1
4276,2023,11,21,2023-11-21,Brasil,São Paulo,Smartphones,iPhone 13,1099,0.19,3,3297,626.4300000000001
4277,2023,11,9,2023-11-09,Ecuador,Quito,Laptops,MacBook Pro 14,2999,0.19,4,11996,2279.2400000000002
4278,2023,11,23,2023-11-23,Chile,Concepción,Smartphones,Sony Xperia 1 III,1199,0.1,5,5995,599.5
4279,2023,11,2,2023-11-02,México,Guadalajara,Laptops,HP Spectre x360,1799,0.25,3,5397,1349.25
4280,2023,11,17,2023-11-17,Chile,Santiago,Tablets,Amazon Fire HD 10,199,0.31,1,199,61.69
4281,2023,11,14,2023-11-14,Brasil,Brasilia,Auriculares,Jabra Elite 85t,224,0.21,2,448,94.08
4282,2023,11,25,2023-11-25,Costa Rica,Limón,Smartphones,Sony Xperia 1 III,1199,0.1,1,1199,119.9
4283,2023,11,2,2023-11-02,Panamá,David,Laptops,Microsoft Surface Laptop 4,1649,0.27,5,8245,2226.15
4284,2023,11,5,2023-11-05,Ecuador,Guayaquil,Auriculares,Microsoft Surface Earbuds,224,0.14,2,448,62.720000000000006
4285,2023,11,1,2023-11-01,Brasil,Brasilia,Laptops,Lenovo ThinkPad X1 Carbon,2049,0.11,5,10245,1126.95
4286,2023,11,24,2023-11-24,México,Guadalajara,Tablets,Microsoft Surface Pro 7,999,0.35,5,4995,1748.25
4287,2023,11,18,2023-11-18,Perú,Lima,Laptops,Dell XPS 13,1399,0.35,1,1399,489.65
4288,2023,11,19,2023-11-19,Perú,Arequipa,Laptops,MacBook Pro 14,2999,0.19,2,5998,1139.6200000000001
4289,2023,11,13,2023-11-13,Perú,Lima,Laptops,Microsoft Surface Laptop 4,1649,0.27,5,8245,2226.15
4290,2023,11,8,2023-11-08,Colombia,Bogotá,Auriculares,Audio-Technica ATH-M50x,174,0.32,5,870,278.40000000000003
4291,2023,11,2,2023-11-02,Panamá,Ciudad de Panamá,Tablets,Huawei MatePad Pro,649,0.14,5,3245,454.30000000000007
4292,2023,11,5,2023-11-05,Costa Rica,Limón,Auriculares,Bose QuietComfort 35 II,274,0.28,4,1096,306.88000000000005
4293,2023,11,16,2023-11-16,Ecuador,Guayaquil,Smartphones,Oppo Find X3 Pro,1049,0.23,2,2098,482.54
4294,2023,11,14,2023-11-14,Venezuela,Maracaibo,Laptops,ASUS ZenBook 14,1149,0.29,4,4596,1332.84
4295,2023,11,18,2023-11-18,Costa Rica,San José,Smartphones,iPhone 13,1099,0.19,3,3297,626.4300000000001
4296,2023,11,10,2023-11-10,Bolivia,Santa Cruz de la Sierra,Laptops,ASUS ZenBook 14,1149,0.29,5,5745,1666.05
4297,2023,11,6,2023-11-06,Venezuela,Caracas,Auriculares,Apple AirPods Pro,224,0.26,3,672,174.72
4298,2023,11,8,2023-11-08,Bolivia,Cochabamba,Smartphones,Oppo Find X3 Pro,1049,0.23,5,5245,1206.3500000000001
4299,2023,11,4,2023-11-04,Panamá,Ciudad de Panamá,Auriculares,Razer Opus,224,0.11,4,896,98.56
4300,2023,11,9,2023-11-09,Brasil,São Paulo,Laptops,MSI GS66 Stealth,2249,0.2,1,2249,449.8
4301,2023,11,24,2023-11-24,Paraguay,Encarnación,Laptops,Acer Swift 5,899,0.32,3,2697,863.04
4302,2023,11,14,2023-11-14,Paraguay,Asunción,Smartphones,Oppo Find X3 Pro,1049,0.23,1,1049,241.27
4303,2023,11,25,2023-11-25,Chile,Valparaíso,Smartphones,OnePlus 9,799,0.32,2,1598,511.36
4304,2023,11,2,2023-11-02,Venezuela,Maracaibo,Tablets,Lenovo Tab P11 Pro,549,0.3,1,549,164.7
4305,2023,11,23,2023-11-23,Ecuador,Quito,Laptops,Microsoft Surface Laptop 4,1649,0.27,4,6596,1780.92
4306,2023,11,10,2023-11-10,Ecuador,Cuenca,Smartphones,Huawei P40 Pro,899,0.34,3,2697,916.98
4307,2023,11,30,2023-11-30,Venezuela,Caracas,Tablets,ASUS ZenPad 3S 10,399,0.2,5,1995,399.0
4308,2023,11,17,2023-11-17,Bolivia,Cochabamba,Tablets,Samsung Galaxy Tab S7,699,0.15,1,699,104.85
4309,2023,11,20,2023-11-20,Uruguay,Salto,Tablets,ASUS ZenPad 3S 10,399,0.2,1,399,79.80000000000001
4310,2023,11,23,2023-11-23,Chile,Santiago,Smartphones,LG Velvet,649,0.12,3,1947,233.64
4311,2023,11,1,2023-11-01,Costa Rica,Heredia,Tablets,Huawei MatePad Pro,649,0.14,3,1947,272.58000000000004
4312,2023,11,3,2023-11-03,Ecuador,Cuenca,Tablets,Samsung Galaxy Tab S7,699,0.15,5,3495,524.25
4313,2023,11,24,2023-11-24,Uruguay,Ciudad de la Costa,Smartphones,Motorola Edge 20 Pro,849,0.2,1,849,169.8
4314,2023,11,4,2023-11-04,Panamá,David,Tablets,Amazon Fire HD 10,199,0.31,5,995,308.45
4315,2023,11,14,2023-11-14,Bolivia,Santa Cruz de la Sierra,Tablets,Huawei MatePad Pro,649,0.14,2,1298,181.72000000000003
4316,2023,11,6,2023-11-06,Venezuela,Maracaibo,Auriculares,Razer Opus,224,0.11,1,224,24.64
4317,2023,11,27,2023-11-27,Brasil,Brasilia,Auriculares,Sony WH-1000XM4,324,0.27,1,324,87.48
4318,2023,11,30,2023-11-30,Panamá,Colón,Smartphones,OnePlus 9,799,0.32,5,3995,1278.4
4319,2023,11,6,2023-11-06,Panamá,Ciudad de Panamá,Laptops,Razer Blade 15,2649,0.33,1,2649,874.1700000000001
4320,2023,11,28,2023-11-28,Colombia,Medellín,Smartphones,Asus ROG Phone 5,1099,0.13,2,2198,285.74
4321,2023,11,8,2023-11-08,Chile,Santiago,Tablets,Huawei MatePad Pro,649,0.14,1,649,90.86000000000001
4322,2023,11,17,2023-11-17,Chile,Concepción,Auriculares,Apple AirPods Pro,224,0.26,4,896,232.96
4323,2023,11,5,2023-11-05,Paraguay,Asunción,Auriculares,Beats Studio3,274,0.13,4,1096,142.48000000000002
4324,2023,11,25,2023-11-25,Brasil,Río de Janeiro,Auriculares,Sennheiser Momentum 3,324,0.32,2,648,207.36
4325,2023,11,15,2023-11-15,Bolivia,Santa Cruz de la Sierra,Tablets,Samsung Galaxy Tab S7,699,0.15,2,1398,209.7
4326,2023,11,30,2023-11-30,Bolivia,Cochabamba,Laptops,Lenovo ThinkPad X1 Carbon,2049,0.11,4,8196,901.5600000000001
4327,2023,11,19,2023-11-19,Colombia,Medellín,Smartphones,Xiaomi Mi 11,699,0.2,5,3495,699.0
4328,2023,11,10,2023-11-10,Venezuela,Caracas,Laptops,Dell XPS 13,1399,0.35,1,1399,489.65
4329,2023,11,27,2023-11-27,Perú,Lima,Tablets,Lenovo Tab P11 Pro,549,0.3,1,549,164.7
4330,2023,11,15,2023-11-15,Colombia,Cali,Auriculares,Samsung Galaxy Buds Pro,174,0.11,4,696,76.56
4331,2023,11,9,2023-11-09,Paraguay,Asunción,Auriculares,Beats Studio3,274,0.13,1,274,35.620000000000005
4332,2023,11,20,2023-11-20,Ecuador,Quito,Tablets,Lenovo Tab P11 Pro,549,0.3,5,2745,823.5
4333,2023,11,24,2023-11-24,Panamá,Colón,Auriculares,Samsung Galaxy Buds Pro,174,0.11,2,348,38.28
4334,2023,11,18,2023-11-18,Panamá,Colón,Auriculares,Samsung Galaxy Buds Pro,174,0.11,2,348,38.28
4335,2023,11,27,2023-11-27,Paraguay,Encarnación,Laptops,ASUS ZenBook 14,1149,0.29,3,3447,999.6299999999999
4336,2023,11,3,2023-11-03,Ecuador,Guayaquil,Auriculares,Razer Opus,224,0.11,3,672,73.92
4337,2023,11,5,2023-11-05,Brasil,Río de Janeiro,Tablets,Lenovo Tab P11 Pro,549,0.3,5,2745,823.5
4338,2023,11,9,2023-11-09,Venezuela,Valencia,Smartphones,Samsung Galaxy S21,899,0.28,1,899,251.72000000000003
4339,2023,11,15,2023-11-15,Chile,Santiago,Auriculares,Microsoft Surface Earbuds,224,0.14,2,448,62.720000000000006
4340,2023,11,2,2023-11-02,Perú,Trujillo,Auriculares,Samsung Galaxy Buds Pro,174,0.11,1,174,19.14
4341,2023,11,10,2023-11-10,Costa Rica,Limón,Tablets,Microsoft Surface Pro 7,999,0.35,5,4995,1748.25
4342,2023,11,19,2023-11-19,Venezuela,Caracas,Smartphones,LG Velvet,649,0.12,3,1947,233.64
4343,2023,11,7,2023-11-07,Brasil,Río de Janeiro,Laptops,MacBook Pro 14,2999,0.19,1,2999,569.8100000000001
4344,2023,11,30,2023-11-30,Bolivia,Santa Cruz de la Sierra,Laptops,Acer Swift 5,899,0.32,1,899,287.68
4345,2023,11,29,2023-11-29,Costa Rica,San José,Laptops,Gigabyte Aero 15 OLED,2599,0.11,2,5198,571.78
4346,2023,11,6,2023-11-06,Ecuador,Guayaquil,Tablets,Samsung Galaxy Tab S7,699,0.15,3,2097,314.55
4347,2023,11,17,2023-11-17,Uruguay,Ciudad de la Costa,Auriculares,Bose QuietComfort 35 II,274,0.28,4,1096,306.88000000000005
4348,2023,11,22,2023-11-22,Perú,Arequipa,Tablets,LG G Pad 5 10.1,249,0.33,1,249,82.17
4349,2023,11,7,2023-11-07,Brasil,São Paulo,Laptops,MacBook Pro 14,2999,0.19,2,5998,1139.6200000000001
4350,2023,11,23,2023-11-23,Chile,Santiago,Tablets,Amazon Fire HD 10,199,0.31,5,995,308.45
4351,2023,11,30,2023-11-30,Paraguay,Ciudad del Este,Laptops,HP Spectre x360,1799,0.25,1,1799,449.75
4352,2023,11,30,2023-11-30,Perú,Trujillo,Laptops,HP Spectre x360,1799,0.25,3,5397,1349.25
4353,2023,11,13,2023-11-13,México,Guadalajara,Tablets,Microsoft Surface Pro 7,999,0.35,5,4995,1748.25
4354,2023,11,14,2023-11-14,Ecuador,Guayaquil,Auriculares,Audio-Technica ATH-M50x,174,0.32,2,348,111.36
4355,2023,11,6,2023-11-06,México,Guadalajara,Auriculares,Beats Studio3,274,0.13,4,1096,142.48000000000002
4356,2023,11,21,2023-11-21,Perú,Arequipa,Smartphones,Huawei P40 Pro,899,0.34,4,3596,1222.64
4357,2023,11,15,2023-11-15,Perú,Trujillo,Laptops,Razer Blade 15,2649,0.33,2,5298,1748.3400000000001
4358,2023,11,11,2023-11-11,Panamá,David,Auriculares,Jabra Elite 85t,224,0.21,5,1120,235.2
4359,2023,11,20,2023-11-20,Venezuela,Maracaibo,Smartphones,Oppo Find X3 Pro,1049,0.23,3,3147,723.8100000000001
4360,2023,11,18,2023-11-18,Bolivia,Cochabamba,Tablets,Amazon Fire HD 10,199,0.31,3,597,185.07
4361,2023,11,18,2023-11-18,Ecuador,Quito,Tablets,Lenovo Tab P11 Pro,549,0.3,2,1098,329.4
4362,2023,11,30,2023-11-30,Venezuela,Caracas,Tablets,iPad Air,649,0.33,4,2596,856.6800000000001
4363,2023,11,21,2023-11-21,Colombia,Bogotá,Tablets,ASUS ZenPad 3S 10,399,0.2,2,798,159.60000000000002
4364,2023,11,7,2023-11-07,Argentina,Buenos Aires,Tablets,ASUS ZenPad 3S 10,399,0.2,4,1596,319.20000000000005
4365,2023,12,21,2023-12-21,Chile,Concepción,Laptops,Dell XPS 13,1399,0.35,2,2798,979.3
4366,2023,12,29,2023-12-29,Bolivia,La Paz,Smartphones,iPhone 13,1099,0.19,5,5495,1044.05
4367,2023,12,21,2023-12-21,Paraguay,Ciudad del Este,Tablets,ASUS ZenPad 3S 10,399,0.2,4,1596,319.20000000000005
4368,2023,12,14,2023-12-14,Colombia,Cali,Tablets,ASUS ZenPad 3S 10,399,0.2,2,798,159.60000000000002
4369,2023,12,23,2023-12-23,Colombia,Cali,Smartphones,Motorola Edge 20 Pro,849,0.2,1,849,169.8
4370,2023,12,18,2023-12-18,Brasil,Río de Janeiro,Tablets,Google Pixel Slate,799,0.3,3,2397,719.1
4371,2023,12,4,2023-12-04,Chile,Valparaíso,Laptops,Gigabyte Aero 15 OLED,2599,0.11,5,12995,1429.45
4372,2023,12,8,2023-12-08,Panamá,David,Laptops,ASUS ZenBook 14,1149,0.29,2,2298,666.42
4373,2023,12,5,2023-12-05,Uruguay,Salto,Smartphones,iPhone 13,1099,0.19,1,1099,208.81
4374,2023,12,29,2023-12-29,México,Ciudad de México (CDMX),Auriculares,Samsung Galaxy Buds Pro,174,0.11,2,348,38.28
4375,2023,12,18,2023-12-18,Ecuador,Quito,Smartphones,OnePlus 9,799,0.32,3,2397,767.04
4376,2023,12,20,2023-12-20,Colombia,Medellín,Tablets,Microsoft Surface Pro 7,999,0.35,3,2997,1048.95
4377,2023,12,16,2023-12-16,Colombia,Bogotá,Tablets,Lenovo Tab P11 Pro,549,0.3,5,2745,823.5
4378,2023,12,11,2023-12-11,Paraguay,Encarnación,Smartphones,Google Pixel 6,749,0.28,4,2996,838.8800000000001
4379,2023,12,23,2023-12-23,Colombia,Medellín,Auriculares,Samsung Galaxy Buds Pro,174,0.11,3,522,57.42
4380,2023,12,11,2023-12-11,México,Ciudad de México (CDMX),Smartphones,iPhone 13,1099,0.19,5,5495,1044.05
4381,2023,12,3,2023-12-03,Panamá,David,Auriculares,Sony WH-1000XM4,324,0.27,5,1620,437.40000000000003
4382,2023,12,11,2023-12-11,Bolivia,Santa Cruz de la Sierra,Tablets,Huawei MatePad Pro,649,0.14,1,649,90.86000000000001
4383,2023,12,9,2023-12-09,Bolivia,Santa Cruz de la Sierra,Laptops,ASUS ZenBook 14,1149,0.29,1,1149,333.21
4384,2023,12,12,2023-12-12,Paraguay,Asunción,Laptops,Microsoft Surface Laptop 4,1649,0.27,1,1649,445.23
4385,2023,12,9,2023-12-09,Brasil,Río de Janeiro,Tablets,Xiaomi Mi Pad 5,449,0.26,4,1796,466.96000000000004
4386,2023,12,15,2023-12-15,Uruguay,Ciudad de la Costa,Smartphones,Oppo Find X3 Pro,1049,0.23,3,3147,723.8100000000001
4387,2023,12,1,2023-12-01,México,Ciudad de México (CDMX),Auriculares,Beats Studio3,274,0.13,5,1370,178.1
4388,2023,12,7,2023-12-07,Paraguay,Asunción,Tablets,Samsung Galaxy Tab S7,699,0.15,1,699,104.85
4389,2023,12,10,2023-12-10,Brasil,Río de Janeiro,Tablets,ASUS ZenPad 3S 10,399,0.2,3,1197,239.4
4390,2023,12,27,2023-12-27,Venezuela,Maracaibo,Laptops,Acer Swift 5,899,0.32,4,3596,1150.72
4391,2023,12,11,2023-12-11,Paraguay,Asunción,Tablets,Amazon Fire HD 10,199,0.31,2,398,123.38
4392,2023,12,29,2023-12-29,Brasil,Río de Janeiro,Smartphones,Google Pixel 6,749,0.28,3,2247,629.1600000000001
4393,2023,12,7,2023-12-07,Costa Rica,Limón,Smartphones,LG Velvet,649,0.12,1,649,77.88
4394,2023,12,22,2023-12-22,México,Monterrey,Auriculares,Apple AirPods Pro,224,0.26,1,224,58.24
4395,2023,12,30,2023-12-30,Bolivia,Santa Cruz de la Sierra,Tablets,ASUS ZenPad 3S 10,399,0.2,4,1596,319.20000000000005
4396,2023,12,11,2023-12-11,Chile,Valparaíso,Auriculares,Razer Opus,224,0.11,3,672,73.92
4397,2023,12,6,2023-12-06,México,Guadalajara,Laptops,Dell XPS 13,1399,0.35,5,6995,2448.25
4398,2023,12,20,2023-12-20,Bolivia,La Paz,Auriculares,Samsung Galaxy Buds Pro,174,0.11,4,696,76.56
4399,2023,12,28,2023-12-28,Panamá,David,Smartphones,Motorola Edge 20 Pro,849,0.2,1,849,169.8
4400,2023,12,20,2023-12-20,Colombia,Medellín,Tablets,Lenovo Tab P11 Pro,549,0.3,2,1098,329.4
4401,2023,12,17,2023-12-17,Perú,Arequipa,Tablets,Microsoft Surface Pro 7,999,0.35,4,3996,1398.6
4402,2023,12,28,2023-12-28,Venezuela,Caracas,Tablets,LG G Pad 5 10.1,249,0.33,3,747,246.51000000000002
4403,2023,12,23,2023-12-23,Bolivia,La Paz,Tablets,iPad Air,649,0.33,4,2596,856.6800000000001
4404,2023,12,26,2023-12-26,Colombia,Cali,Smartphones,iPhone 13,1099,0.19,5,5495,1044.05
4405,2023,12,29,2023-12-29,Ecuador,Guayaquil,Laptops,MSI GS66 Stealth,2249,0.2,3,6747,1349.4
4406,2023,12,11,2023-12-11,Colombia,Cali,Laptops,MSI GS66 Stealth,2249,0.2,3,6747,1349.4
4407,2023,12,6,2023-12-06,Uruguay,Montevideo,Auriculares,Audio-Technica ATH-M50x,174,0.32,2,348,111.36
4408,2023,12,14,2023-12-14,Paraguay,Asunción,Auriculares,Sony WH-1000XM4,324,0.27,3,972,262.44
4409,2023,12,9,2023-12-09,Panamá,Ciudad de Panamá,Tablets,iPad Air,649,0.33,2,1298,428.34000000000003
4410,2023,12,1,2023-12-01,Paraguay,Ciudad del Este,Laptops,ASUS ZenBook 14,1149,0.29,2,2298,666.42
4411,2023,12,6,2023-12-06,Argentina,Buenos Aires,Laptops,Gigabyte Aero 15 OLED,2599,0.11,3,7797,857.67
4412,2023,12,6,2023-12-06,México,Ciudad de México (CDMX),Tablets,iPad Air,649,0.33,4,2596,856.6800000000001
4413,2023,12,13,2023-12-13,Ecuador,Cuenca,Smartphones,LG Velvet,649,0.12,1,649,77.88
4414,2023,12,27,2023-12-27,Bolivia,Santa Cruz de la Sierra,Tablets,Google Pixel Slate,799,0.3,4,3196,958.8
4415,2023,12,8,2023-12-08,Paraguay,Encarnación,Smartphones,iPhone 13,1099,0.19,4,4396,835.24
4416,2023,12,14,2023-12-14,Panamá,David,Auriculares,Bose QuietComfort 35 II,274,0.28,1,274,76.72000000000001
4417,2023,12,17,2023-12-17,Colombia,Cali,Tablets,Google Pixel Slate,799,0.3,5,3995,1198.5
4418,2023,12,2,2023-12-02,Paraguay,Asunción,Auriculares,Audio-Technica ATH-M50x,174,0.32,2,348,111.36
4419,2023,12,2,2023-12-02,Perú,Lima,Tablets,iPad Air,649,0.33,5,3245,1070.8500000000001
4420,2023,12,14,2023-12-14,Venezuela,Valencia,Smartphones,Google Pixel 6,749,0.28,4,2996,838.8800000000001
4421,2023,12,28,2023-12-28,Panamá,Ciudad de Panamá,Tablets,ASUS ZenPad 3S 10,399,0.2,4,1596,319.20000000000005
4422,2023,12,28,2023-12-28,Colombia,Medellín,Auriculares,Microsoft Surface Earbuds,224,0.14,3,672,94.08000000000001
4423,2023,12,3,2023-12-03,Colombia,Cali,Laptops,Razer Blade 15,2649,0.33,2,5298,1748.3400000000001
4424,2023,12,21,2023-12-21,Bolivia,Cochabamba,Auriculares,Sony WH-1000XM4,324,0.27,4,1296,349.92
4425,2023,12,7,2023-12-07,Costa Rica,Heredia,Smartphones,OnePlus 9,799,0.32,3,2397,767.04
4426,2023,12,16,2023-12-16,Ecuador,Guayaquil,Tablets,ASUS ZenPad 3S 10,399,0.2,5,1995,399.0
4427,2023,12,31,2023-12-31,Brasil,Río de Janeiro,Auriculares,Audio-Technica ATH-M50x,174,0.32,4,696,222.72
4428,2023,12,19,2023-12-19,Uruguay,Salto,Auriculares,Microsoft Surface Earbuds,224,0.14,3,672,94.08000000000001
4429,2023,12,7,2023-12-07,Panamá,Colón,Smartphones,OnePlus 9,799,0.32,2,1598,511.36
4430,2023,12,14,2023-12-14,Paraguay,Ciudad del Este,Smartphones,Xiaomi Mi 11,699,0.2,3,2097,419.40000000000003
4431,2023,12,20,2023-12-20,Ecuador,Guayaquil,Laptops,ASUS ZenBook 14,1149,0.29,1,1149,333.21
4432,2023,12,3,2023-12-03,Perú,Lima,Smartphones,Asus ROG Phone 5,1099,0.13,2,2198,285.74
4433,2023,12,16,2023-12-16,Bolivia,Cochabamba,Tablets,LG G Pad 5 10.1,249,0.33,2,498,164.34
4434,2023,12,27,2023-12-27,Bolivia,Cochabamba,Laptops,MSI GS66 Stealth,2249,0.2,2,4498,899.6
4435,2023,12,3,2023-12-03,Perú,Arequipa,Laptops,HP Spectre x360,1799,0.25,1,1799,449.75
4436,2023,12,8,2023-12-08,Bolivia,La Paz,Laptops,Gigabyte Aero 15 OLED,2599,0.11,4,10396,1143.56
4437,2023,12,29,2023-12-29,Panamá,David,Tablets,LG G Pad 5 10.1,249,0.33,2,498,164.34
4438,2023,12,15,2023-12-15,Bolivia,Santa Cruz de la Sierra,Tablets,LG G Pad 5 10.1,249,0.33,3,747,246.51000000000002
4439,2023,12,19,2023-12-19,Chile,Valparaíso,Tablets,Google Pixel Slate,799,0.3,3,2397,719.1
4440,2023,12,28,2023-12-28,Bolivia,Cochabamba,Smartphones,Sony Xperia 1 III,1199,0.1,1,1199,119.9
4441,2023,12,21,2023-12-21,Bolivia,La Paz,Laptops,Razer Blade 15,2649,0.33,2,5298,1748.3400000000001
4442,2023,12,3,2023-12-03,Ecuador,Cuenca,Auriculares,Audio-Technica ATH-M50x,174,0.32,5,870,278.40000000000003
4443,2023,12,24,2023-12-24,Bolivia,Cochabamba,Tablets,ASUS ZenPad 3S 10,399,0.2,3,1197,239.4
4444,2023,12,7,2023-12-07,Costa Rica,Limón,Laptops,MacBook Pro 14,2999,0.19,2,5998,1139.6200000000001
4445,2023,12,14,2023-12-14,Paraguay,Asunción,Smartphones,LG Velvet,649,0.12,5,3245,389.4
4446,2023,12,8,2023-12-08,Ecuador,Guayaquil,Smartphones,OnePlus 9,799,0.32,5,3995,1278.4
4447,2023,12,1,2023-12-01,Paraguay,Asunción,Tablets,Microsoft Surface Pro 7,999,0.35,4,3996,1398.6
